seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr3	107863892	107864292	401	*	Distal Intergenic	3	107877229	107892900	15672	1	99662	ENSMUST00000037375.9	-12937	ENSMUSG00000040600	Eps8l3	EPS8-like 3
chr4	63853713	63854113	401	*	Intron (ENSMUST00000030047.2/21949, intron 1 of 3)	4	63831308	63861347	30040	2	21949	ENSMUST00000030047.2	7234	ENSMUSG00000028362	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8
chr4	154904441	154904841	401	*	Distal Intergenic	4	154897335	154899135	1801	2	66469	ENSMUST00000132281.1	-5307	ENSMUSG00000029059	Prxl2b	peroxiredoxin like 2B
chr2	157259714	157260114	401	*	Intron (ENSMUST00000143663.1/629499, intron 4 of 24)	2	157254065	157258048	3984	2	629499	ENSMUST00000147602.1	-1667	ENSMUSG00000074627	Mroh8	maestro heat-like repeat family member 8
chr2	158652990	158653390	401	*	Distal Intergenic	2	158665398	158759334	93937	1	228852	ENSMUST00000129902.1	-12008	ENSMUSG00000037754	Ppp1r16b	protein phosphatase 1, regulatory subunit 16B
chr17	34411117	34411517	401	*	Intron (ENSMUST00000114175.7/407788, intron 1 of 23)	17	34417424	34439857	22434	1	407788	ENSMUST00000142317.7	-5907	ENSMUSG00000057246	BC051142	cDNA sequence BC051142
chr13	99525499	99525899	401	*	Distal Intergenic	13	99421446	99516540	95095	2	17755	ENSMUST00000064762.5	-8960	ENSMUSG00000052727	Map1b	microtubule-associated protein 1B
chrX	11082163	11082563	401	*	Distal Intergenic	20	11299257	11299757	501	1	100042922	ENSMUST00000188439.1	-216694	ENSMUSG00000100626	H2al1a	H2A histone family member L1A
chr2	35463391	35463791	401	*	Promoter	2	35432514	35463231	30718	2	14594	ENSMUST00000149442.1	-161	ENSMUSG00000035778	Ggta1	glycoprotein galactosyltransferase alpha 1, 3
chr1	131200037	131200437	401	*	Promoter	1	131176410	131200135	23726	2	54354	ENSMUST00000068564.14	0	ENSMUSG00000026430	Rassf5	Ras association (RalGDS/AF-6) domain family member 5
chr4	130896393	130896793	401	*	Distal Intergenic	4	130913125	130936141	23017	1	16792	ENSMUST00000151698.7	-16332	ENSMUSG00000028581	Laptm5	lysosomal-associated protein transmembrane 5
chr8	124633269	124633669	401	*	Downstream (2-3kb)	8	124613440	124614626	1187	1	73647	ENSMUST00000133583.1	19830	ENSMUSG00000031981	Capn9	calpain 9
chr18	35539995	35540395	401	*	Distal Intergenic	18	35553371	35558316	4946	1	100503380	ENSMUST00000235679.1	-12976	ENSMUSG00000117869	Snhg4	small nucleolar RNA host gene 4
chr2	158767712	158768112	401	*	Promoter	2	158768093	158786637	18545	1	71878	ENSMUST00000029183.2	0	ENSMUSG00000027654	Fam83d	family with sequence similarity 83, member D
chr4	134098622	134099022	401	*	Distal Intergenic	4	134093536	134095082	1547	2	23833	ENSMUST00000000696.6	-3541	ENSMUSG00000000682	Cd52	CD52 antigen
chr17	63863656	63864056	401	*	Promoter	17	63864015	64038588	174574	1	14158	ENSMUST00000232945.1	0	ENSMUSG00000000127	Fer	fer (fms/fps related) protein kinase
chr10	118550226	118550626	401	*	Intron (ENSMUST00000220034.1/103214, intron 1 of 4)	10	118502035	118556525	54491	2	103214	ENSMUST00000220034.1	5899	ENSMUSG00000112230	Ifngas1	Ifng antisense RNA 1
chr13	117284025	117284425	401	*	Distal Intergenic	13	117220744	117226070	5327	1	13723	ENSMUST00000225460.1	63282	ENSMUSG00000021728	Emb	embigin
chr18	78014617	78015017	401	*	Exon (ENSMUST00000044622.6/100502841, exon 32 of 44)	18	78030189	78033230	3042	1	100502841	ENSMUST00000235433.1	-15172	ENSMUSG00000039840	Epg5	ectopic P-granules autophagy protein 5 homolog (C. elegans)
chr10	68203859	68204259	401	*	Intron (ENSMUST00000219238.1/71371, intron 3 of 9)	10	68096454	68136626	40173	2	71371	ENSMUST00000218532.1	-67234	ENSMUSG00000019947	Arid5b	AT rich interactive domain 5B (MRF1-like)
chr11	99123918	99124318	401	*	Distal Intergenic	11	99144196	99155077	10882	2	12775	ENSMUST00000103134.3	30759	ENSMUSG00000037944	Ccr7	chemokine (C-C motif) receptor 7
chr4	59565758	59566158	401	*	Distal Intergenic	4	59581563	59618689	37127	1	72479	ENSMUST00000030078.11	-15405	ENSMUSG00000028383	Hsdl2	hydroxysteroid dehydrogenase like 2
chr12	112955819	112956219	401	*	Distal Intergenic	12	112934291	112942124	7834	2	66174	ENSMUST00000221397.1	-13696	ENSMUSG00000002804	Nudt14	nudix (nucleoside diphosphate linked moiety X)-type motif 14
chr11	73019380	73019780	401	*	Promoter	11	73019043	73042073	23031	1	55984	ENSMUST00000092937.12	338	ENSMUSG00000020785	Camkk1	calcium/calmodulin-dependent protein kinase kinase 1, alpha
chr1	155784789	155785189	401	*	Intron (ENSMUST00000035325.14/104009, intron 8 of 11)	1	155779919	155781996	2078	2	104009	ENSMUST00000130701.1	-2794	ENSMUSG00000033684	Qsox1	quiescin Q6 sulfhydryl oxidase 1
chr7	98309349	98309749	401	*	Promoter	7	98206389	98309538	103150	2	66190	ENSMUST00000033020.13	0	ENSMUSG00000030760	Acer3	alkaline ceramidase 3
chr7	140844820	140845220	401	*	Promoter	7	140845547	140846769	1223	1	338417	ENSMUST00000035300.6	-327	ENSMUSG00000038801	Scgb1c1	secretoglobin, family 1C, member 1
chr9	124080500	124080900	401	*	Distal Intergenic	9	124101950	124113557	11608	1	12772	ENSMUST00000171719.7	-21050	ENSMUSG00000049103	Ccr2	chemokine (C-C motif) receptor 2
chr11	70185086	70185486	401	*	Distal Intergenic	11	70169485	70170811	1327	1	17312	ENSMUST00000153959.1	15602	ENSMUSG00000000318	Clec10a	C-type lectin domain family 10, member A
chr10	61722300	61722700	401	*	Intron (ENSMUST00000105455.8/71361, intron 1 of 9)	10	61720649	61738653	18005	1	71361	ENSMUST00000080099.5	1652	ENSMUSG00000020085	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2
chr7	27258384	27258784	401	*	Promoter	7	27258433	27266801	8369	1	18223	ENSMUST00000144010.7	0	ENSMUSG00000063160	Numbl	numb-like
chr8	104340095	104340495	401	*	Promoter	8	104340318	104346950	6633	1	68119	ENSMUST00000212081.1	0	ENSMUSG00000031875	Cmtm3	CKLF-like MARVEL transmembrane domain containing 3
chr4	104705670	104706070	401	*	Intron (ENSMUST00000146078.7/13131, intron 9 of 14)	4	104766317	104804548	38232	1	110382	ENSMUST00000031663.9	-60247	ENSMUSG00000029656	C8b	complement component 8, beta polypeptide
chr17	63324043	63324443	401	*	Intron (ENSMUST00000024761.12/50758, intron 6 of 8)	17	63305679	63312973	7295	2	414079	ENSMUST00000171379.1	-11071	ENSMUSG00000090565	4930405O22Rik	RIKEN cDNA 4930405O22 gene
chr7	122288874	122289274	401	*	Promoter	7	122289297	122628655	339359	1	18751	ENSMUST00000064989.11	-23	ENSMUSG00000052889	Prkcb	protein kinase C, beta
chr9	48354806	48355206	401	*	5' UTR	9	48331465	48353454	21990	2	78252	ENSMUST00000142667.1	-1353	ENSMUSG00000032028	Nxpe2	neurexophilin and PC-esterase domain family, member 2
chr9	32250514	32250914	401	*	Exon (ENSMUST00000174641.7/330914, exon 18 of 22)	9	32245164	32249464	4301	1	330914	ENSMUST00000174730.1	5351	ENSMUSG00000041444	Arhgap32	Rho GTPase activating protein 32
chr10	111233821	111234221	401	*	Promoter	10	111233629	111248449	14821	1	237542	ENSMUST00000217693.1	193	ENSMUSG00000020189	Osbpl8	oxysterol binding protein-like 8
chr9	72111675	72112075	401	*	Promoter	9	71842688	72111847	269160	2	21406	ENSMUST00000183404.7	0	ENSMUSG00000032228	Tcf12	transcription factor 12
chr2	155512460	155512860	401	*	Intron (ENSMUST00000029131.10/207182, intron 1 of 14)	2	155490379	155514848	24470	2	207182	ENSMUST00000029131.10	1988	ENSMUSG00000027603	Ggt7	gamma-glutamyltransferase 7
chr2	51108659	51109059	401	*	Distal Intergenic	2	51137069	51149094	12026	2	74194	ENSMUST00000140864.1	40035	ENSMUSG00000017144	Rnd3	Rho family GTPase 3
chr19	33366629	33367029	401	*	Intron (ENSMUST00000096114.12/67795, intron 4 of 6)	19	33137747	33392265	254519	2	67795	ENSMUST00000096114.12	25236	ENSMUSG00000071573	Rnls	renalase, FAD-dependent amine oxidase
chr11	70982850	70983250	401	*	Promoter	11	70977836	70983026	5191	2	12261	ENSMUST00000078528.6	0	ENSMUSG00000018446	C1qbp	complement component 1, q subcomponent binding protein
chr11	88954788	88955188	401	*	Promoter	11	88924020	88955465	31446	2	74617	ENSMUST00000000287.8	277	ENSMUSG00000000278	Scpep1	serine carboxypeptidase 1
chr5	142701819	142702219	401	*	Promoter	5	142702101	142722490	20390	1	243328	ENSMUST00000058418.7	0	ENSMUSG00000050822	Slc29a4	solute carrier family 29 (nucleoside transporters), member 4
chr12	108894042	108894442	401	*	Promoter	12	108894272	108898201	3930	1	212198	ENSMUST00000220667.1	0	ENSMUSG00000040877	Wdr25	WD repeat domain 25
chr3	8976128	8976528	401	*	Intron (ENSMUST00000120143.7/21985, intron 1 of 5)	3	8930788	8964048	33261	2	21985	ENSMUST00000094381.10	-12081	ENSMUSG00000027506	Tpd52	tumor protein D52
chr7	80993302	80993702	401	*	Promoter	7	80993681	81045164	51484	1	233410	ENSMUST00000107353.2	0	ENSMUSG00000005621	Zfp592	zinc finger protein 592
chr16	32108183	32108583	401	*	Distal Intergenic	16	32103878	32108055	4178	1	66994	ENSMUST00000169186.2	4306	ENSMUSG00000035790	Cep19	centrosomal protein 19
chrX	48433487	48433887	401	*	Intron (ENSMUST00000114958.7/56501, intron 1 of 8)	20	48411046	48454169	43124	2	56501	ENSMUST00000114958.7	20282	ENSMUSG00000031103	Elf4	E74-like factor 4 (ets domain transcription factor)
chr13	12272944	12273344	401	*	Promoter	13	12269478	12274096	4619	2	11472	ENSMUST00000222034.1	752	ENSMUSG00000052374	Actn2	actinin alpha 2
chr15	100754770	100755170	401	*	Distal Intergenic	15	100761747	100823968	62222	1	59033	ENSMUST00000023776.12	-6577	ENSMUSG00000023032	Slc4a8	solute carrier family 4 (anion exchanger), member 8
chr6	124814002	124814402	401	*	Promoter	6	124810586	124814296	3711	2	21991	ENSMUST00000172132.8	0	ENSMUSG00000023456	Tpi1	triosephosphate isomerase 1
chr4	124843496	124843896	401	*	Intron (ENSMUST00000106193.7/17764, intron 11 of 11)	4	124849546	124850473	928	2	68920	ENSMUST00000137769.2	6577	ENSMUSG00000078570	1110065P20Rik	RIKEN cDNA 1110065P20 gene
chr7	35025909	35026309	401	*	Intron (ENSMUST00000075068.13/18624, intron 11 of 14)	7	35040482	35044707	4226	1	18624	ENSMUST00000160320.2	-14173	ENSMUSG00000063931	Pepd	peptidase D
chr4	119809224	119809624	401	*	Intron (ENSMUST00000144907.7/ENSMUST00000144907.7, intron 2 of 2)	4	119814331	119998432	184102	1	16656	ENSMUST00000143837.1	-4707	ENSMUSG00000028634	Hivep3	human immunodeficiency virus type I enhancer binding protein 3
chr8	107324149	107324549	401	*	Intron (ENSMUST00000151582.1/54446, intron 2 of 2)	8	107338508	107355740	17233	1	54446	ENSMUST00000148006.1	-13959	ENSMUSG00000003847	Nfat5	nuclear factor of activated T cells 5
chr12	115923999	115924399	401	*	Distal Intergenic	12	116047724	116060592	12869	1	56220	ENSMUST00000073551.5	-123325	ENSMUSG00000042063	Zfp386	zinc finger protein 386 (Kruppel-like)
chr15	57970161	57970561	401	*	Distal Intergenic	15	57958413	57970067	11655	1	210544	ENSMUST00000161329.1	11749	ENSMUSG00000022364	Tbc1d31	TBC1 domain family, member 31
chr2	153995770	153996170	401	*	Intron (ENSMUST00000109753.2/545477, intron 10 of 10)	2	154008265	154016079	7815	1	19194	ENSMUST00000048103.8	-12095	ENSMUSG00000042459	Bpifa2	BPI fold containing family A, member 2
chr3	58556556	58556956	401	*	3' UTR	3	58544233	58550726	6494	1	229317	ENSMUST00000148251.1	12324	ENSMUSG00000027810	Eif2a	eukaryotic translation initiation factor 2A
chr7	127206628	127207028	401	*	Promoter	7	127199362	127207747	8386	2	68449	ENSMUST00000124240.7	719	ENSMUSG00000042492	Tbc1d10b	TBC1 domain family, member 10b
chr7	27335897	27336297	401	*	Intron (ENSMUST00000038618.12/108075, intron 1 of 32)	7	27305136	27337692	32557	2	108075	ENSMUST00000038618.12	1395	ENSMUSG00000040488	Ltbp4	latent transforming growth factor beta binding protein 4
chr11	6261666	6262066	401	*	Exon (ENSMUST00000004507.10/52513, exon 12 of 14)	11	6265307	6266392	1086	2	52513	ENSMUST00000139073.1	4326	ENSMUSG00000004393	Ddx56	DEAD box helicase 56
chr9	111289837	111290237	401	*	Distal Intergenic	9	111271945	111279093	7149	1	77781	ENSMUST00000060711.7	17893	ENSMUSG00000046785	Epm2aip1	EPM2A (laforin) interacting protein 1
chr5	122502059	122502459	401	*	Promoter	5	122453513	122502174	48662	2	11938	ENSMUST00000179939.7	0	ENSMUSG00000029467	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
chr12	16999974	17000374	401	*	Promoter	12	16988648	17000032	11385	2	217430	ENSMUST00000140933.1	0	ENSMUSG00000045679	Pqlc3	PQ loop repeat containing
chr19	10589130	10589530	401	*	3' UTR	19	10578012	10588753	10742	1	225912	ENSMUST00000236747.1	11119	ENSMUSG00000034445	Cyb561a3	cytochrome b561 family, member A3
chr12	86810732	86811132	401	*	Distal Intergenic	12	86741007	86754394	13388	1	627607	ENSMUST00000223197.1	69726	ENSMUSG00000059114	Lrrc74a	leucine rich repeat containing 74A
chr1	23399587	23399987	401	*	Distal Intergenic	1	23370268	23397541	27274	2	70155	ENSMUST00000188677.1	-2047	ENSMUSG00000026158	Ogfrl1	opioid growth factor receptor-like 1
chr9	104062894	104063294	401	*	Promoter	9	104046599	104063134	16536	2	66663	ENSMUST00000035166.11	0	ENSMUSG00000032557	Uba5	ubiquitin-like modifier activating enzyme 5
chr10	95289129	95289529	401	*	Intron (ENSMUST00000220279.1/12905, intron 1 of 1)	10	95174746	95322965	148220	2	12905	ENSMUST00000220279.1	33436	ENSMUSG00000045867	Cradd	CASP2 and RIPK1 domain containing adaptor with death domain
chr2	173659455	173659855	401	*	Promoter	2	173579320	173659539	80220	2	100043911	ENSMUST00000141051.7	0	ENSMUSG00000055897	Ppp4r1l-ps	protein phosphatase 4, regulatory subunit 1-like, pseudogene
chr9	70812582	70812982	401	*	Exon (ENSMUST00000034731.9/15450, exon 6 of 9)	9	70776053	70778378	2326	1	11487	ENSMUST00000145377.1	36530	ENSMUSG00000054693	Adam10	a disintegrin and metallopeptidase domain 10
chr15	75616326	75616726	401	*	Promoter	15	75616679	75625300	8622	1	22701	ENSMUST00000161785.7	0	ENSMUSG00000047003	Zfp41	zinc finger protein 41
chr19	36273458	36273858	401	*	Distal Intergenic	19	36348309	36460970	112662	1	76073	ENSMUST00000225920.1	-74451	ENSMUSG00000024805	Pcgf5	polycomb group ring finger 5
chr4	134756924	134757324	401	*	Intron (ENSMUST00000037828.7/100017, intron 3 of 8)	4	134749416	134750850	1435	2	100017	ENSMUST00000140678.1	-6075	ENSMUSG00000037295	Ldlrap1	low density lipoprotein receptor adaptor protein 1
chr9	35056630	35057030	401	*	Promoter	9	35054740	35055794	1055	2	20443	ENSMUST00000215463.1	-837	ENSMUSG00000032038	St3gal4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
chr17	84698718	84699118	401	*	3' UTR	17	84683131	84698963	15833	1	67470	ENSMUST00000171915.1	15588	ENSMUSG00000024254	Abcg8	ATP binding cassette subfamily G member 8
chr14	31272185	31272585	401	*	Exon (ENSMUST00000048603.7/110084, exon 54 of 78)	14	31261992	31269511	7520	2	110084	ENSMUST00000228429.1	-2675	ENSMUSG00000019027	Dnah1	dynein, axonemal, heavy chain 1
chr11	31732974	31733374	401	*	Distal Intergenic	11	31665181	31671885	6705	2	69556	ENSMUST00000058060.13	-61090	ENSMUSG00000044502	Bod1	biorientation of chromosomes in cell division 1
chr13	46501884	46502284	401	*	Promoter	13	46502125	46649635	147511	1	67252	ENSMUST00000119341.1	0	ENSMUSG00000021373	Cap2	CAP, adenylate cyclase-associated protein, 2 (yeast)
chr3	87030863	87031263	401	*	Distal Intergenic	3	86995834	86999441	3608	2	12479	ENSMUST00000029717.3	-31423	ENSMUSG00000028076	Cd1d1	CD1d1 antigen
chr7	100907209	100907609	401	*	Intron (ENSMUST00000107032.2/207212, intron 1 of 20)	7	100872135	100894690	22556	2	207212	ENSMUST00000209041.1	-12520	ENSMUSG00000032875	Arhgef17	Rho guanine nucleotide exchange factor (GEF) 17
chr6	49039531	49039931	401	*	Intron (ENSMUST00000031840.9/93695, intron 1 of 10)	6	49036677	49070929	34253	1	93695	ENSMUST00000204260.1	2855	ENSMUSG00000029816	Gpnmb	glycoprotein (transmembrane) nmb
chr6	128411088	128411488	401	*	Promoter	6	128410258	128410685	428	2	101142	ENSMUST00000204362.1	-404	ENSMUSG00000001518	Itfg2	integrin alpha FG-GAP repeat containing 2
chr17	46041218	46041618	401	*	Distal Intergenic	17	46018543	46032369	13827	2	22339	ENSMUST00000142351.8	-8850	ENSMUSG00000023951	Vegfa	vascular endothelial growth factor A
chr12	72760925	72761325	401	*	Promoter	12	72761211	72799819	38609	1	19042	ENSMUST00000021514.9	0	ENSMUSG00000021096	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform
chr18	20962119	20962519	401	*	Promoter	18	20961472	20983724	22253	1	67664	ENSMUST00000234316.1	648	ENSMUSG00000033107	Rnf125	ring finger protein 125
chr2	26122544	26122944	401	*	Promoter	2	26055535	26122818	67284	2	67991	ENSMUST00000028300.5	0	ENSMUSG00000026932	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing
chr1	134053213	134053613	401	*	Distal Intergenic	1	134037496	134040474	2979	1	14264	ENSMUST00000162779.1	15718	ENSMUSG00000041559	Fmod	fibromodulin
chr1	86509389	86509789	401	*	Distal Intergenic	1	86526726	86530712	3987	1	19231	ENSMUST00000045897.14	-16937	ENSMUSG00000026238	Ptma	prothymosin alpha
chr7	75782489	75782889	401	*	Distal Intergenic	7	75848310	75874131	25822	1	207952	ENSMUST00000171155.3	-65421	ENSMUSG00000055652	Klhl25	kelch-like 25
chr19	32603451	32603851	401	*	Intron (ENSMUST00000235594.1/23972, intron 1 of 11)	19	32595790	32665710	69921	1	23972	ENSMUST00000235594.1	7662	ENSMUSG00000024899	Papss2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
chr12	76370319	76370719	401	*	Promoter	12	76370266	76396950	26685	1	268564	ENSMUST00000042779.3	54	ENSMUSG00000033454	Zbtb1	zinc finger and BTB domain containing 1
chr1	30930199	30930599	401	*	Distal Intergenic	1	30943221	30944304	1084	2	433406	ENSMUST00000130934.1	13705	NA	Gm13363	predicted gene 13363
chr2	164348987	164349387	401	*	Distal Intergenic	2	164354313	164354383	71	2	102465780	ENSMUST00000185076.1	4996	ENSMUSG00000098489	Mir7678	microRNA 7678
chr6	129116196	129116596	401	*	Promoter	6	129116518	129123118	6601	1	724020	ENSMUST00000203057.2	0	NA	Klrb1-ps1	killer cell lectin-like receptor subfamily B member 1, pseudogene 1
chr17	71551787	71552187	401	*	Promoter	17	71552061	71578700	26640	1	70891	ENSMUST00000124001.7	0	ENSMUSG00000052525	Spdya	speedy/RINGO cell cycle regulator family, member A
chr12	27622981	27623381	401	*	Distal Intergenic	12	27334264	27342574	8311	2	20666	ENSMUST00000079063.6	-280408	ENSMUSG00000063632	Sox11	SRY (sex determining region Y)-box 11
chr11	78159081	78159481	401	*	3' UTR	11	78160793	78165516	4724	2	22032	ENSMUST00000148218.1	6035	ENSMUSG00000017386	Traf4	TNF receptor associated factor 4
chr7	52005963	52006363	401	*	Promoter	7	51997171	52006018	8848	2	75744	ENSMUST00000098414.4	0	ENSMUSG00000074093	Svip	small VCP/p97-interacting protein
chr2	146469729	146470129	401	*	Intron (ENSMUST00000109986.8/241694, intron 3 of 40)	2	146243976	146447292	203317	2	241694	ENSMUST00000149499.8	-22438	ENSMUSG00000037110	Ralgapa2	Ral GTPase activating protein, alpha subunit 2 (catalytic)
chr5	137293302	137293702	401	*	Promoter	5	137293780	137293876	97	1	102466887	ENSMUST00000184134.1	-78	ENSMUSG00000099145	Mir8116	microRNA 8116
chr9	32352585	32352985	401	*	Intron (ENSMUST00000214720.1/ENSMUST00000214720.1, intron 2 of 2)	9	32314707	32344350	29644	2	16521	ENSMUST00000034533.6	-8236	ENSMUSG00000032034	Kcnj5	potassium inwardly-rectifying channel, subfamily J, member 5
chr5	100705636	100706036	401	*	Intron (ENSMUST00000045617.14/15442, intron 3 of 11)	5	100684581	100719705	35125	2	15442	ENSMUST00000112908.1	13669	ENSMUSG00000035273	Hpse	heparanase
chr6	71270628	71271028	401	*	Promoter	6	71271671	71271801	131	1	102465900	ENSMUST00000184382.1	-643	ENSMUSG00000098623	Mir8112	microRNA 8112
chr9	72883918	72884318	401	*	Intron (ENSMUST00000055535.8/235472, intron 11 of 19)	9	72910627	72912305	1679	1	235472	ENSMUST00000184274.1	-26309	ENSMUSG00000036030	Prtg	protogenin
chr8	25742836	25743236	401	*	Intron (ENSMUST00000033975.7/72108, intron 7 of 17)	8	25747400	25749850	2451	2	72108	ENSMUST00000211751.1	6614	ENSMUSG00000061313	Ddhd2	DDHD domain containing 2
chr19	3832819	3833219	401	*	Intron (ENSMUST00000118575.1/ENSMUST00000118575.1, intron 1 of 2)	19	3851773	3894365	42593	1	12660	ENSMUST00000128694.7	-18554	ENSMUSG00000024843	Chka	choline kinase alpha
chr16	30023400	30023800	401	*	Intron (ENSMUST00000232465.1/71528, intron 3 of 3)	16	30008667	30021430	12764	1	100043102	ENSMUST00000181485.2	14734	ENSMUSG00000097184	4632428C04Rik	RIKEN cDNA 4632428C04 gene
chr9	108094360	108094760	401	*	Promoter	9	108085413	108094441	9029	2	235606	ENSMUST00000081309.12	0	ENSMUSG00000032590	Apeh	acylpeptide hydrolase
chr9	37177091	37177491	401	*	Distal Intergenic	9	36890982	37147407	256426	2	208076	ENSMUST00000039674.12	-29685	ENSMUSG00000035934	Pknox2	Pbx/knotted 1 homeobox 2
